# == pyFAI calibration ==
# Distance Sample to Detector: 0.33908073478462813 m
# PONI: 2.851e-01, 1.239e-01 m
# Rotations: 0.000182 0.001326 -0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 339.081 mm
# Center: x=720.163, y=1660.441 pix
# Tilt: 0.077 deg  TiltPlanRot: 97.803 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.94369802997835e-11 m
# Mask applied: False
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> lab6_200_00_0001p.xy
#       2th_deg             I 
  3.788620e+00    5.090741e+02
  3.797182e+00    5.091799e+02
  3.805744e+00    5.081024e+02
  3.814306e+00    5.081583e+02
  3.822868e+00    5.093301e+02
  3.831430e+00    5.098728e+02
  3.839991e+00    5.082661e+02
  3.848553e+00    5.106806e+02
  3.857115e+00    5.103989e+02
  3.865677e+00    5.092761e+02
  3.874239e+00    5.108277e+02
  3.882801e+00    5.109550e+02
  3.891363e+00    5.114901e+02
  3.899924e+00    5.116625e+02
  3.908486e+00    5.128641e+02
  3.917048e+00    5.130248e+02
  3.925610e+00    5.112520e+02
  3.934172e+00    5.115300e+02
  3.942734e+00    5.115967e+02
  3.951295e+00    5.106394e+02
  3.959857e+00    5.116134e+02
  3.968419e+00    5.137098e+02
  3.976981e+00    5.141667e+02
  3.985543e+00    5.134970e+02
  3.994105e+00    5.135850e+02
  4.002667e+00    5.138210e+02
  4.011228e+00    5.119760e+02
  4.019790e+00    5.138120e+02
  4.028352e+00    5.148207e+02
  4.036914e+00    5.137462e+02
  4.045476e+00    5.143053e+02
  4.054038e+00    5.155123e+02
  4.062600e+00    5.150721e+02
  4.071161e+00    5.141184e+02
  4.079723e+00    5.151113e+02
  4.088285e+00    5.148031e+02
  4.096847e+00    5.137944e+02
  4.105409e+00    5.147833e+02
  4.113971e+00    5.154067e+02
  4.122533e+00    5.148898e+02
  4.131094e+00    5.146066e+02
  4.139656e+00    5.157939e+02
  4.148218e+00    5.154653e+02
  4.156780e+00    5.145448e+02
  4.165342e+00    5.163115e+02
  4.173904e+00    5.157424e+02
  4.182466e+00    5.150515e+02
  4.191027e+00    5.158591e+02
  4.199589e+00    5.163708e+02
  4.208151e+00    5.164535e+02
  4.216713e+00    5.153816e+02
  4.225275e+00    5.161964e+02
  4.233837e+00    5.160192e+02
  4.242399e+00    5.150538e+02
  4.250960e+00    5.158788e+02
  4.259522e+00    5.172703e+02
  4.268084e+00    5.168282e+02
  4.276646e+00    5.175737e+02
  4.285208e+00    5.185878e+02
  4.293770e+00    5.178630e+02
  4.302331e+00    5.166031e+02
  4.310893e+00    5.168488e+02
  4.319455e+00    5.172398e+02
  4.328017e+00    5.165222e+02
  4.336579e+00    5.170699e+02
  4.345141e+00    5.176122e+02
  4.353703e+00    5.174482e+02
  4.362264e+00    5.170745e+02
  4.370826e+00    5.179097e+02
  4.379388e+00    5.184880e+02
  4.387950e+00    5.171829e+02
  4.396512e+00    5.184291e+02
  4.405074e+00    5.188658e+02
  4.413636e+00    5.184559e+02
  4.422197e+00    5.190075e+02
  4.430759e+00    5.189271e+02
  4.439321e+00    5.187313e+02
  4.447883e+00    5.187900e+02
  4.456445e+00    5.202773e+02
  4.465007e+00    5.205545e+02
  4.473569e+00    5.200592e+02
  4.482130e+00    5.210702e+02
  4.490692e+00    5.210731e+02
  4.499254e+00    5.206194e+02
  4.507816e+00    5.207029e+02
  4.516378e+00    5.206145e+02
  4.524940e+00    5.210182e+02
  4.533502e+00    5.203676e+02
  4.542063e+00    5.213536e+02
  4.550625e+00    5.218510e+02
  4.559187e+00    5.218719e+02
  4.567749e+00    5.222062e+02
  4.576311e+00    5.210966e+02
  4.584873e+00    5.194423e+02
  4.593435e+00    5.187101e+02
  4.601996e+00    5.182500e+02
  4.610558e+00    5.195577e+02
  4.619120e+00    5.199449e+02
  4.627682e+00    5.210754e+02
  4.636244e+00    5.212130e+02
  4.644806e+00    5.201733e+02
  4.653367e+00    5.203490e+02
  4.661929e+00    5.207062e+02
  4.670491e+00    5.214551e+02
  4.679053e+00    5.216880e+02
  4.687615e+00    5.226434e+02
  4.696177e+00    5.225460e+02
  4.704739e+00    5.213646e+02
  4.713300e+00    5.210712e+02
  4.721862e+00    5.213516e+02
  4.730424e+00    5.214828e+02
  4.738986e+00    5.225853e+02
  4.747548e+00    5.239453e+02
  4.756110e+00    5.232649e+02
  4.764672e+00    5.213693e+02
  4.773233e+00    5.217017e+02
  4.781795e+00    5.212333e+02
  4.790357e+00    5.218681e+02
  4.798919e+00    5.227260e+02
  4.807481e+00    5.223995e+02
  4.816043e+00    5.213359e+02
  4.824605e+00    5.209409e+02
  4.833166e+00    5.213924e+02
  4.841728e+00    5.218676e+02
  4.850290e+00    5.223965e+02
  4.858852e+00    5.235001e+02
  4.867414e+00    5.239615e+02
  4.875976e+00    5.236742e+02
  4.884538e+00    5.238646e+02
  4.893099e+00    5.243238e+02
  4.901661e+00    5.240743e+02
  4.910223e+00    5.235518e+02
  4.918785e+00    5.236690e+02
  4.927347e+00    5.241706e+02
  4.935909e+00    5.237759e+02
  4.944471e+00    5.238892e+02
  4.953032e+00    5.235462e+02
  4.961594e+00    5.221992e+02
  4.970156e+00    5.216540e+02
  4.978718e+00    5.218385e+02
  4.987280e+00    5.223917e+02
  4.995842e+00    5.225745e+02
  5.004403e+00    5.237288e+02
  5.012965e+00    5.244924e+02
  5.021527e+00    5.245047e+02
  5.030089e+00    5.248481e+02
  5.038651e+00    5.248543e+02
  5.047213e+00    5.245896e+02
  5.055775e+00    5.243273e+02
  5.064336e+00    5.242206e+02
  5.072898e+00    5.240720e+02
  5.081460e+00    5.230649e+02
  5.090022e+00    5.211469e+02
  5.098584e+00    5.192299e+02
  5.107146e+00    5.179332e+02
  5.115708e+00    5.117738e+02
  5.124269e+00    4.996296e+02
  5.132831e+00    4.937482e+02
  5.141393e+00    4.877453e+02
  5.149955e+00    4.819838e+02
  5.158517e+00    4.782079e+02
  5.167079e+00    4.744974e+02
  5.175641e+00    4.708249e+02
  5.184202e+00    4.688640e+02
  5.192764e+00    4.667612e+02
  5.201326e+00    4.630075e+02
  5.209888e+00    4.600181e+02
  5.218450e+00    4.570879e+02
  5.227012e+00    4.534433e+02
  5.235574e+00    4.501323e+02
  5.244135e+00    4.479644e+02
  5.252697e+00    4.455662e+02
  5.261259e+00    4.434717e+02
  5.269821e+00    4.417352e+02
  5.278383e+00    4.406789e+02
  5.286945e+00    4.391458e+02
  5.295507e+00    4.363705e+02
  5.304068e+00    4.349877e+02
  5.312630e+00    4.329651e+02
  5.321192e+00    4.300307e+02
  5.329754e+00    4.287320e+02
  5.338316e+00    4.276638e+02
