-2.187149278474905811e-01 9.025961468782567332e-01 1.750964088214080608e-03
-5.035964544845432378e-02 2.027456345505847413e+00 2.367249778673979118e-03
-6.224436259096671753e-01 -9.795586999871673806e-01 -1.929822193435484952e-03
-1.360843959148554105e-01 3.532895839463887078e-02 -4.881680775078809514e-04
2.004045071023026481e-01 -1.319396993701716647e-01 -5.601351274246406256e-04
-8.251797943067373797e-02 -2.031160363667314506e-01 1.963343250383135059e-04
1.437382768877658590e-01 -1.868057113071248665e-01 -5.466603487746490549e-04
4.237417778083810843e-02 -5.321748396812571447e-02 -1.139810799284571822e-04
2.239588454556664943e-01 1.653160714927317740e-02 5.504807330577064436e-04
2.477738521504505020e-02 -3.403852612654721943e-01 -8.213128709884313754e-04
-6.805116088450252620e-02 -1.293020051310172225e-01 -1.025072122520712245e-03
-8.036311846146395113e-04 -1.118756547768168935e-01 7.019871924289355783e-04
5.799329707480037344e-02 1.093425489159406683e-01 -3.231925982951935309e-04
-2.445445544681351391e-01 -4.496086324707421755e-01 -4.534899451202242376e-05
8.933216020692396481e-03 1.329047131497214096e-01 2.818683174649317899e-04
6.991684232215645764e-04 -2.421433243278436065e-01 -7.512892373003006484e-04
-2.923533189573919357e-03 6.616759871633373646e-02 3.480169014959069327e-04
-3.280368801319038380e-02 2.267514526608488401e-01 6.853245894818214964e-04
3.219010041743314288e-01 3.503709373496934759e-02 -1.255354098701379510e-03
-8.283174607047004423e-02 -8.770776056372966978e-02 2.190640997280152223e-04
-1.121593311644661639e-01 -3.904723365527691947e-01 -1.012795428362781562e-04
1.564251010076626314e-01 7.690578465157142662e-02 -3.431047669051611208e-04
1.847541396508307343e-01 5.673166207427036978e-02 2.969094257524561168e-04
2.882791007329369437e-01 -3.796213057439601357e-01 9.065216077944448494e-04
